半径,中心 X,中心 Y
7.7500,5966.8642,4029.2762
7.7500,5977.8642,4010.2236
7.7500,5922.8642,4105.4864
7.7500,5933.8642,4086.4339
7.7500,5944.8642,4067.3813
7.7500,6021.8642,3934.0134
7.7500,6032.8642,3914.9608
7.7500,6043.8642,3895.9083
7.7500,5988.8642,3991.1711
7.7500,5999.8642,3972.1185
7.7500,6010.8642,3953.0660
7.7500,5625.8642,4581.8004
7.7500,5801.8642,4276.9595
7.7500,5812.8642,4257.9069
7.7500,5823.8642,4238.8543
7.7500,5768.8642,4334.1171
7.7500,5779.8642,4315.0646
7.7500,5790.8642,4296.0120
7.7500,5867.8642,4162.6441
7.7500,5878.8642,4143.5916
7.7500,5889.8642,4124.5390
7.7500,5834.8642,4219.8018
7.7500,5845.8642,4200.7492
7.7500,5856.8642,4181.6967
7.7500,5669.8642,4505.5902
7.7500,5680.8642,4486.5376
7.7500,5691.8642,4467.4851
7.7500,5636.8642,4562.7478
7.7500,5647.8642,4543.6953
7.7500,5658.8642,4524.6427
7.7500,5735.8642,4391.2748
7.7500,5746.8642,4372.2223
7.7500,5757.8642,4353.1697
7.7500,5702.8642,4448.4325
7.7500,5713.8642,4429.3799
7.7500,5724.8642,4410.3274
7.7500,5911.8642,4124.5390
7.7500,5537.8642,4772.3260
7.7500,5548.8642,4753.2734
7.7500,5559.8642,4734.2209
7.7500,6065.8642,3895.9083
7.7500,5515.8642,4810.4311
7.7500,5526.8642,4791.3786
7.7500,5603.8642,4658.0106
7.7500,5614.8642,4638.9581
7.7500,5625.8642,4619.9055
7.7500,5570.8642,4715.1683
7.7500,5581.8642,4696.1158
7.7500,5592.8642,4677.0632
7.7500,5966.8642,4067.3813
7.7500,5977.8642,4048.3288
7.7500,5988.8642,4029.2762
7.7500,5933.8642,4124.5390
7.7500,5944.8642,4105.4864
7.7500,5955.8642,4086.4339
7.7500,6032.8642,3953.0660
7.7500,6043.8642,3934.0134
7.7500,6054.8642,3914.9608
7.7500,5999.8642,4010.2236
7.7500,6010.8642,3991.1711
7.7500,6021.8642,3972.1185
7.7500,5636.8642,4600.8530
7.7500,5812.8642,4296.0120
7.7500,5823.8642,4276.9595
7.7500,5834.8642,4257.9069
7.7500,5779.8642,4353.1697
7.7500,5790.8642,4334.1171
7.7500,5801.8642,4315.0646
7.7500,5878.8642,4181.6967
7.7500,5889.8642,4162.6441
7.7500,5900.8642,4143.5916
7.7500,5845.8642,4238.8543
7.7500,5856.8642,4219.8018
7.7500,5867.8642,4200.7492
7.7500,5680.8642,4524.6427
7.7500,5691.8642,4505.5902
7.7500,5702.8642,4486.5376
7.7500,5647.8642,4581.8004
7.7500,5658.8642,4562.7478
7.7500,5669.8642,4543.6953
7.7500,5746.8642,4410.3274
7.7500,5757.8642,4391.2748
7.7500,5768.8642,4372.2223
7.7500,5713.8642,4467.4851
7.7500,5724.8642,4448.4325
7.7500,5735.8642,4429.3799
7.7500,5515.8642,4696.1158
7.7500,5526.8642,4677.0632
7.7500,5537.8642,4658.0106
7.7500,5482.8642,4753.2734
7.7500,5493.8642,4734.2209
7.7500,5504.8642,4715.1683
7.7500,5581.8642,4581.8004
7.7500,5592.8642,4562.7478
7.7500,5603.8642,4543.6953
7.7500,5548.8642,4638.9581
7.7500,5559.8642,4619.9055
7.7500,5570.8642,4600.8530
7.7500,5933.8642,4010.2236
7.7500,5944.8642,3991.1711
7.7500,5955.8642,3972.1185
7.7500,5900.8642,4067.3813
7.7500,5911.8642,4048.3288
7.7500,5922.8642,4029.2762
7.7500,5449.8642,4810.4311
7.7500,5460.8642,4791.3786
7.7500,5471.8642,4772.3260
7.7500,5966.8642,3953.0660
7.7500,5977.8642,3934.0134
7.7500,5988.8642,3914.9608
7.7500,5614.8642,4524.6427
7.7500,5790.8642,4219.8018
7.7500,5801.8642,4200.7492
7.7500,5812.8642,4181.6967
7.7500,5757.8642,4276.9595
7.7500,5768.8642,4257.9069
7.7500,5779.8642,4238.8543
7.7500,5856.8642,4105.4864
7.7500,5867.8642,4086.4339
7.7500,5878.8642,4067.3813
7.7500,5823.8642,4162.6441
7.7500,5834.8642,4143.5916
7.7500,5845.8642,4124.5390
7.7500,5658.8642,4448.4325
7.7500,5669.8642,4429.3799
7.7500,5680.8642,4410.3274
7.7500,5625.8642,4505.5902
7.7500,5636.8642,4486.5376
7.7500,5647.8642,4467.4851
7.7500,5724.8642,4334.1171
7.7500,5735.8642,4315.0646
7.7500,5746.8642,4296.0120
7.7500,5691.8642,4391.2748
7.7500,5702.8642,4372.2223
7.7500,5713.8642,4353.1697
7.7500,5889.8642,4086.4339
7.7500,5515.8642,4734.2209
7.7500,5526.8642,4715.1683
7.7500,5537.8642,4696.1158
7.7500,5482.8642,4791.3786
7.7500,5493.8642,4772.3260
7.7500,5504.8642,4753.2734
7.7500,5581.8642,4619.9055
7.7500,5592.8642,4600.8530
7.7500,5603.8642,4581.8004
7.7500,5548.8642,4677.0632
7.7500,5559.8642,4658.0106
7.7500,5570.8642,4638.9581
7.7500,5933.8642,4048.3288
7.7500,5944.8642,4029.2762
7.7500,5955.8642,4010.2236
7.7500,5900.8642,4105.4864
7.7500,5911.8642,4086.4339
7.7500,5922.8642,4067.3813
7.7500,5999.8642,3934.0134
7.7500,6010.8642,3914.9608
7.7500,5471.8642,4810.4311
7.7500,5966.8642,3991.1711
7.7500,5977.8642,3972.1185
7.7500,5988.8642,3953.0660
7.7500,5614.8642,4562.7478
7.7500,5790.8642,4257.9069
7.7500,5801.8642,4238.8543
7.7500,5812.8642,4219.8018
7.7500,5757.8642,4315.0646
7.7500,5768.8642,4296.0120
7.7500,5779.8642,4276.9595
7.7500,5856.8642,4143.5916
7.7500,5867.8642,4124.5390
7.7500,5878.8642,4105.4864
7.7500,5823.8642,4200.7492
7.7500,5834.8642,4181.6967
7.7500,5845.8642,4162.6441
7.7500,5658.8642,4486.5376
7.7500,5669.8642,4467.4851
7.7500,5680.8642,4448.4325
7.7500,5625.8642,4543.6953
7.7500,5636.8642,4524.6427
7.7500,5647.8642,4505.5902
7.7500,5724.8642,4372.2223
7.7500,5735.8642,4353.1697
7.7500,5746.8642,4334.1171
7.7500,5691.8642,4429.3799
7.7500,5702.8642,4410.3274
7.7500,5713.8642,4391.2748
7.7500,5548.8642,4448.4325
7.7500,5581.8642,4086.4339
7.7500,5592.8642,4067.3813
7.7500,5603.8642,4048.3288
7.7500,5548.8642,4143.5916
7.7500,5559.8642,4124.5390
7.7500,5570.8642,4105.4864
7.7500,5647.8642,3972.1185
7.7500,5658.8642,3953.0660
7.7500,5669.8642,3934.0134
7.7500,5614.8642,4029.2762
7.7500,5625.8642,4010.2236
7.7500,5636.8642,3991.1711
7.7500,5449.8642,4315.0646
7.7500,5460.8642,4296.0120
7.7500,5471.8642,4276.9595
7.7500,5702.8642,3914.9608
7.7500,5713.8642,3895.9083
7.7500,5438.8642,4334.1171
7.7500,5515.8642,4200.7492
7.7500,5526.8642,4181.6967
7.7500,5537.8642,4162.6441
7.7500,5482.8642,4257.9069
7.7500,5493.8642,4238.8543
7.7500,5504.8642,4219.8018
7.7500,5680.8642,3914.9608
7.7500,5603.8642,4010.2236
7.7500,5614.8642,3991.1711
7.7500,5625.8642,3972.1185
7.7500,5570.8642,4067.3813
7.7500,5581.8642,4048.3288
7.7500,5592.8642,4029.2762
7.7500,5438.8642,4257.9069
7.7500,5449.8642,4238.8543
7.7500,5460.8642,4219.8018
7.7500,5636.8642,3953.0660
7.7500,5647.8642,3934.0134
7.7500,5658.8642,3914.9608
7.7500,5471.8642,4238.8543
7.7500,5482.8642,4219.8018
7.7500,5493.8642,4200.7492
7.7500,5691.8642,3895.9083
7.7500,5449.8642,4276.9595
7.7500,5460.8642,4257.9069
7.7500,5537.8642,4124.5390
7.7500,5548.8642,4105.4864
7.7500,5559.8642,4086.4339
7.7500,5504.8642,4181.6967
7.7500,5515.8642,4162.6441
7.7500,5526.8642,4143.5916
7.7500,5691.8642,3934.0134
7.7500,5625.8642,4086.4339
7.7500,5636.8642,4067.3813
7.7500,5647.8642,4048.3288
7.7500,5592.8642,4143.5916
7.7500,5603.8642,4124.5390
7.7500,5614.8642,4105.4864
7.7500,5691.8642,3972.1185
7.7500,5702.8642,3953.0660
7.7500,5713.8642,3934.0134
7.7500,5658.8642,4029.2762
7.7500,5669.8642,4010.2236
7.7500,5680.8642,3991.1711
7.7500,5493.8642,4315.0646
7.7500,5504.8642,4296.0120
7.7500,5515.8642,4276.9595
7.7500,5460.8642,4372.2223
7.7500,5471.8642,4353.1697
7.7500,5482.8642,4334.1171
7.7500,5559.8642,4200.7492
7.7500,5570.8642,4181.6967
7.7500,5581.8642,4162.6441
7.7500,5526.8642,4257.9069
7.7500,5537.8642,4238.8543
7.7500,5548.8642,4219.8018
7.7500,5724.8642,3914.9608
7.7500,5592.8642,4105.4864
7.7500,5603.8642,4086.4339
7.7500,5614.8642,4067.3813
7.7500,5559.8642,4162.6441
7.7500,5570.8642,4143.5916
7.7500,5581.8642,4124.5390
7.7500,5658.8642,3991.1711
7.7500,5669.8642,3972.1185
7.7500,5680.8642,3953.0660
7.7500,5625.8642,4048.3288
7.7500,5636.8642,4029.2762
7.7500,5647.8642,4010.2236
7.7500,5460.8642,4334.1171
7.7500,5471.8642,4315.0646
7.7500,5482.8642,4296.0120
7.7500,5735.8642,3895.9083
7.7500,5438.8642,4372.2223
7.7500,5449.8642,4353.1697
7.7500,5526.8642,4219.8018
7.7500,5537.8642,4200.7492
7.7500,5548.8642,4181.6967
7.7500,5493.8642,4276.9595
7.7500,5504.8642,4257.9069
7.7500,5515.8642,4238.8543
7.7500,5449.8642,4086.4339
7.7500,5460.8642,4067.3813
7.7500,5471.8642,4048.3288
7.7500,5570.8642,3914.9608
7.7500,5581.8642,3895.9083
7.7500,5438.8642,4105.4864
7.7500,5515.8642,3972.1185
7.7500,5526.8642,3953.0660
7.7500,5537.8642,3934.0134
7.7500,5482.8642,4029.2762
7.7500,5493.8642,4010.2236
7.7500,5504.8642,3991.1711
7.7500,5471.8642,4086.4339
7.7500,5482.8642,4067.3813
7.7500,5493.8642,4048.3288
7.7500,5438.8642,4143.5916
7.7500,5449.8642,4124.5390
7.7500,5460.8642,4105.4864
7.7500,5537.8642,3972.1185
7.7500,5548.8642,3953.0660
7.7500,5559.8642,3934.0134
7.7500,5504.8642,4029.2762
7.7500,5515.8642,4010.2236
7.7500,5526.8642,3991.1711
7.7500,5548.8642,3914.9608
7.7500,5493.8642,3934.0134
7.7500,5504.8642,3914.9608
7.7500,5438.8642,3991.1711
7.7500,5460.8642,3991.1711
7.7500,5471.8642,3972.1185
7.7500,5482.8642,3953.0660
7.7500,5482.8642,3914.9608
7.7500,5438.8642,3953.0660
7.7500,5449.8642,3934.0134
7.7500,5449.8642,3972.1185
7.7500,5460.8642,3953.0660
7.7500,5471.8642,3934.0134
7.7500,5460.8642,4029.2762
7.7500,5471.8642,4010.2236
7.7500,5482.8642,3991.1711
7.7500,5559.8642,3895.9083
7.7500,5438.8642,4067.3813
7.7500,5449.8642,4048.3288
7.7500,5526.8642,3914.9608
7.7500,5438.8642,4029.2762
7.7500,5449.8642,4010.2236
7.7500,5493.8642,3972.1185
7.7500,5504.8642,3953.0660
7.7500,5515.8642,3934.0134
7.7500,5603.8642,3895.9083
7.7500,5636.8642,3914.9608
7.7500,5438.8642,4219.8018
7.7500,5449.8642,4200.7492
7.7500,5603.8642,3972.1185
7.7500,5614.8642,3953.0660
7.7500,5625.8642,3934.0134
7.7500,5493.8642,4124.5390
7.7500,5504.8642,4105.4864
7.7500,5515.8642,4086.4339
7.7500,5460.8642,4181.6967
7.7500,5471.8642,4162.6441
7.7500,5482.8642,4143.5916
7.7500,5504.8642,4143.5916
7.7500,5515.8642,4124.5390
7.7500,5526.8642,4105.4864
7.7500,5471.8642,4200.7492
7.7500,5482.8642,4181.6967
7.7500,5493.8642,4162.6441
7.7500,5570.8642,4029.2762
7.7500,5581.8642,4010.2236
7.7500,5592.8642,3991.1711
7.7500,5537.8642,4086.4339
7.7500,5548.8642,4067.3813
7.7500,5559.8642,4048.3288
7.7500,5526.8642,4067.3813
7.7500,5504.8642,4067.3813
7.7500,5515.8642,4048.3288
7.7500,5526.8642,4029.2762
7.7500,5471.8642,4124.5390
7.7500,5482.8642,4105.4864
7.7500,5493.8642,4086.4339
7.7500,5570.8642,3953.0660
7.7500,5581.8642,3934.0134
7.7500,5592.8642,3914.9608
7.7500,5537.8642,4010.2236
7.7500,5548.8642,3991.1711
7.7500,5559.8642,3972.1185
7.7500,5570.8642,3991.1711
7.7500,5581.8642,3972.1185
7.7500,5592.8642,3953.0660
7.7500,5537.8642,4048.3288
7.7500,5548.8642,4029.2762
7.7500,5559.8642,4010.2236
7.7500,5438.8642,4181.6967
7.7500,5449.8642,4162.6441
7.7500,5460.8642,4143.5916
7.7500,5603.8642,3934.0134
7.7500,5614.8642,3914.9608
7.7500,5625.8642,3895.9083
7.7500,5449.8642,4391.2748
7.7500,5834.8642,3914.9608
7.7500,5845.8642,3895.9083
7.7500,5438.8642,4562.7478
7.7500,5801.8642,3972.1185
7.7500,5812.8642,3953.0660
7.7500,5823.8642,3934.0134
7.7500,5482.8642,4486.5376
7.7500,5493.8642,4467.4851
7.7500,5504.8642,4448.4325
7.7500,5449.8642,4543.6953
7.7500,5460.8642,4524.6427
7.7500,5471.8642,4505.5902
7.7500,5702.8642,4143.5916
7.7500,5713.8642,4124.5390
7.7500,5724.8642,4105.4864
7.7500,5669.8642,4200.7492
7.7500,5680.8642,4181.6967
7.7500,5691.8642,4162.6441
7.7500,5768.8642,4029.2762
7.7500,5779.8642,4010.2236
7.7500,5790.8642,3991.1711
7.7500,5735.8642,4086.4339
7.7500,5746.8642,4067.3813
7.7500,5757.8642,4048.3288
7.7500,5515.8642,4429.3799
7.7500,5691.8642,4124.5390
7.7500,5702.8642,4105.4864
7.7500,5713.8642,4086.4339
7.7500,5658.8642,4181.6967
7.7500,5669.8642,4162.6441
7.7500,5680.8642,4143.5916
7.7500,5757.8642,4010.2236
7.7500,5768.8642,3991.1711
7.7500,5779.8642,3972.1185
7.7500,5724.8642,4067.3813
7.7500,5735.8642,4048.3288
7.7500,5746.8642,4029.2762
7.7500,5559.8642,4353.1697
7.7500,5570.8642,4334.1171
7.7500,5581.8642,4315.0646
7.7500,5526.8642,4410.3274
7.7500,5537.8642,4391.2748
7.7500,5548.8642,4372.2223
7.7500,5625.8642,4238.8543
7.7500,5636.8642,4219.8018
7.7500,5647.8642,4200.7492
7.7500,5592.8642,4296.0120
7.7500,5603.8642,4276.9595
7.7500,5614.8642,4257.9069
7.7500,5658.8642,4219.8018
7.7500,5724.8642,4143.5916
7.7500,5735.8642,4124.5390
7.7500,5746.8642,4105.4864
7.7500,5691.8642,4200.7492
7.7500,5702.8642,4181.6967
7.7500,5713.8642,4162.6441
7.7500,5790.8642,4029.2762
7.7500,5801.8642,4010.2236
7.7500,5812.8642,3991.1711
7.7500,5757.8642,4086.4339
7.7500,5768.8642,4067.3813
7.7500,5779.8642,4048.3288
7.7500,5592.8642,4372.2223
7.7500,5603.8642,4353.1697
7.7500,5614.8642,4334.1171
7.7500,5559.8642,4429.3799
7.7500,5570.8642,4410.3274
7.7500,5581.8642,4391.2748
7.7500,5658.8642,4257.9069
7.7500,5669.8642,4238.8543
7.7500,5680.8642,4219.8018
7.7500,5625.8642,4315.0646
7.7500,5636.8642,4296.0120
7.7500,5647.8642,4276.9595
7.7500,5823.8642,3972.1185
7.7500,5559.8642,4391.2748
7.7500,5570.8642,4372.2223
7.7500,5581.8642,4353.1697
7.7500,5526.8642,4448.4325
7.7500,5537.8642,4429.3799
7.7500,5548.8642,4410.3274
7.7500,5625.8642,4276.9595
7.7500,5636.8642,4257.9069
7.7500,5647.8642,4238.8543
7.7500,5592.8642,4334.1171
7.7500,5603.8642,4315.0646
7.7500,5614.8642,4296.0120
7.7500,5867.8642,3895.9083
7.7500,5438.8642,4600.8530
7.7500,5449.8642,4581.8004
7.7500,5834.8642,3953.0660
7.7500,5845.8642,3934.0134
7.7500,5856.8642,3914.9608
7.7500,5493.8642,4505.5902
7.7500,5504.8642,4486.5376
7.7500,5515.8642,4467.4851
7.7500,5460.8642,4562.7478
7.7500,5471.8642,4543.6953
7.7500,5482.8642,4524.6427
7.7500,5757.8642,3934.0134
7.7500,5768.8642,3914.9608
7.7500,5779.8642,3895.9083
7.7500,5724.8642,3991.1711
7.7500,5735.8642,3972.1185
7.7500,5746.8642,3953.0660
7.7500,5471.8642,4391.2748
7.7500,5482.8642,4372.2223
7.7500,5493.8642,4353.1697
7.7500,5438.8642,4448.4325
7.7500,5449.8642,4429.3799
7.7500,5460.8642,4410.3274
7.7500,5625.8642,4162.6441
7.7500,5636.8642,4143.5916
7.7500,5647.8642,4124.5390
7.7500,5592.8642,4219.8018
7.7500,5603.8642,4200.7492
7.7500,5614.8642,4181.6967
7.7500,5691.8642,4048.3288
7.7500,5702.8642,4029.2762
7.7500,5713.8642,4010.2236
7.7500,5658.8642,4105.4864
7.7500,5669.8642,4086.4339
7.7500,5680.8642,4067.3813
7.7500,5504.8642,4334.1171
7.7500,5680.8642,4029.2762
7.7500,5691.8642,4010.2236
7.7500,5702.8642,3991.1711
7.7500,5647.8642,4086.4339
7.7500,5658.8642,4067.3813
7.7500,5669.8642,4048.3288
7.7500,5746.8642,3914.9608
7.7500,5757.8642,3895.9083
7.7500,5438.8642,4410.3274
7.7500,5713.8642,3972.1185
7.7500,5724.8642,3953.0660
7.7500,5735.8642,3934.0134
7.7500,5548.8642,4257.9069
7.7500,5559.8642,4238.8543
7.7500,5570.8642,4219.8018
7.7500,5515.8642,4315.0646
7.7500,5526.8642,4296.0120
7.7500,5537.8642,4276.9595
7.7500,5614.8642,4143.5916
7.7500,5625.8642,4124.5390
7.7500,5636.8642,4105.4864
7.7500,5581.8642,4200.7492
7.7500,5592.8642,4181.6967
7.7500,5603.8642,4162.6441
7.7500,5581.8642,4238.8543
7.7500,5570.8642,4296.0120
7.7500,5581.8642,4276.9595
7.7500,5592.8642,4257.9069
7.7500,5537.8642,4353.1697
7.7500,5548.8642,4334.1171
7.7500,5559.8642,4315.0646
7.7500,5636.8642,4181.6967
7.7500,5647.8642,4162.6441
7.7500,5658.8642,4143.5916
7.7500,5603.8642,4238.8543
7.7500,5614.8642,4219.8018
7.7500,5625.8642,4200.7492
7.7500,5438.8642,4524.6427
7.7500,5449.8642,4505.5902
7.7500,5460.8642,4486.5376
7.7500,5790.8642,3953.0660
7.7500,5801.8642,3934.0134
7.7500,5812.8642,3914.9608
7.7500,5504.8642,4410.3274
7.7500,5515.8642,4391.2748
7.7500,5526.8642,4372.2223
7.7500,5471.8642,4467.4851
7.7500,5482.8642,4448.4325
7.7500,5493.8642,4429.3799
7.7500,5669.8642,4124.5390
7.7500,5482.8642,4410.3274
7.7500,5493.8642,4391.2748
7.7500,5504.8642,4372.2223
7.7500,5449.8642,4467.4851
7.7500,5460.8642,4448.4325
7.7500,5471.8642,4429.3799
7.7500,5548.8642,4296.0120
7.7500,5559.8642,4276.9595
7.7500,5570.8642,4257.9069
7.7500,5515.8642,4353.1697
7.7500,5526.8642,4334.1171
7.7500,5537.8642,4315.0646
7.7500,5713.8642,4048.3288
7.7500,5724.8642,4029.2762
7.7500,5735.8642,4010.2236
7.7500,5680.8642,4105.4864
7.7500,5691.8642,4086.4339
7.7500,5702.8642,4067.3813
7.7500,5779.8642,3934.0134
7.7500,5790.8642,3914.9608
7.7500,5438.8642,4486.5376
7.7500,5746.8642,3991.1711
7.7500,5757.8642,3972.1185
7.7500,5768.8642,3953.0660
7.7500,5922.8642,4143.5916
7.7500,5999.8642,4429.3799
7.7500,6010.8642,4410.3274
7.7500,6021.8642,4391.2748
7.7500,5966.8642,4486.5376
7.7500,5977.8642,4467.4851
7.7500,5988.8642,4448.4325
7.7500,6065.8642,4315.0646
7.7500,6076.8642,4296.0120
7.7500,6087.8642,4276.9595
7.7500,6032.8642,4372.2223
7.7500,6043.8642,4353.1697
7.7500,6054.8642,4334.1171
7.7500,5867.8642,4658.0106
7.7500,5878.8642,4638.9581
7.7500,5889.8642,4619.9055
7.7500,5834.8642,4715.1683
7.7500,5845.8642,4696.1158
7.7500,5856.8642,4677.0632
7.7500,5933.8642,4543.6953
7.7500,5944.8642,4524.6427
7.7500,5955.8642,4505.5902
7.7500,5900.8642,4600.8530
7.7500,5911.8642,4581.8004
7.7500,5922.8642,4562.7478
